Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail,Final_Score,Study_Hours_Group,Attendance_Group
S3758,18,Female,9,5.9,88,Postgraduate,No,Yes,95,80,56,43,77.0,Good,Pass,77.0,4-6 Hours,75-90%
S3759,14,Male,11,0.9,68,Graduate,No,No,48,37,46,87,43.67,Poor,Fail,43.67,0-2 Hours,60-75%
S3760,16,Male,12,1.7,72,High School,No,Yes,58,87,60,63,68.33,Good,Pass,68.33,0-2 Hours,60-75%
S3761,16,Male,9,1.1,73,Postgraduate,No,No,39,59,69,44,55.67,Average,Pass,55.67,0-2 Hours,60-75%
S3762,15,Female,10,5.6,91,High School,Yes,Yes,66,40,90,63,65.33,Average,Pass,65.33,4-6 Hours,90-100%
S3763,16,Male,9,3.3,80,High School,No,No,44,50,100,67,64.67,Average,Pass,64.67,2-4 Hours,75-90%
S3764,17,Male,9,2.5,54,Postgraduate,Yes,No,90,40,99,71,76.33,Good,Pass,76.33,2-4 Hours,Below 60%
S3765,17,Male,9,3.2,77,Graduate,Yes,Yes,43,58,42,71,47.67,Poor,Fail,47.67,2-4 Hours,75-90%
S3766,15,Male,10,5.6,75,Postgraduate,Yes,Yes,43,98,43,45,61.33,Average,Pass,61.33,4-6 Hours,60-75%
S3767,18,Male,9,5.9,66,High School,Yes,No,92,59,43,40,64.67,Average,Pass,64.67,4-6 Hours,60-75%
S3768,17,Female,9,3.6,63,Graduate,Yes,Yes,82,66,36,91,61.33,Average,Pass,61.33,2-4 Hours,60-75%
S3769,17,Male,11,4.5,56,Graduate,Yes,Yes,42,42,80,56,54.67,Average,Pass,54.67,4-6 Hours,Below 60%
S3770,18,Female,10,4.2,82,Graduate,No,No,37,92,42,73,57.0,Average,Pass,57.0,4-6 Hours,75-90%
S3771,14,Male,12,4.5,77,High School,Yes,No,49,94,97,71,80.0,Good,Pass,80.0,4-6 Hours,75-90%
S3772,14,Female,12,2.1,71,Graduate,No,Yes,39,82,42,89,54.33,Average,Pass,54.33,2-4 Hours,60-75%
S3773,14,Male,11,4.8,79,Graduate,No,No,54,78,55,72,62.33,Average,Pass,62.33,4-6 Hours,75-90%
S3774,17,Male,11,1.6,56,Postgraduate,No,Yes,39,42,47,85,42.67,Poor,Fail,42.67,0-2 Hours,Below 60%
S3775,15,Male,11,4.7,67,High School,Yes,Yes,68,94,48,89,70.0,Good,Pass,70.0,4-6 Hours,60-75%
S3776,17,Female,9,3.0,83,Graduate,Yes,Yes,82,63,72,63,72.33,Good,Pass,72.33,2-4 Hours,75-90%
S3777,19,Female,9,4.3,89,High School,No,No,53,100,61,87,71.33,Good,Pass,71.33,4-6 Hours,75-90%
S3778,15,Male,12,3.3,69,Postgraduate,Yes,No,89,92,74,66,85.0,Excellent,Pass,85.0,2-4 Hours,60-75%
S3779,19,Female,11,1.3,64,High School,No,Yes,85,72,94,79,83.67,Excellent,Pass,83.67,0-2 Hours,60-75%
S3780,17,Male,11,3.9,99,High School,Yes,No,55,62,83,94,66.67,Good,Pass,66.67,2-4 Hours,90-100%
S3781,14,Female,9,0.9,66,High School,Yes,No,92,45,44,50,60.33,Average,Pass,60.33,0-2 Hours,60-75%
S3782,17,Female,9,5.4,84,Postgraduate,Yes,Yes,82,58,61,53,67.0,Good,Pass,67.0,4-6 Hours,75-90%
S3783,15,Female,9,3.5,67,High School,No,Yes,49,98,57,67,68.0,Good,Pass,68.0,2-4 Hours,60-75%
S3784,15,Female,11,5.8,67,High School,No,Yes,77,39,41,50,52.33,Average,Pass,52.33,4-6 Hours,60-75%
S3785,17,Male,10,5.0,76,High School,No,Yes,89,56,98,56,81.0,Excellent,Pass,81.0,4-6 Hours,75-90%
S3786,15,Female,9,4.2,95,Graduate,Yes,No,94,76,44,76,71.33,Good,Pass,71.33,4-6 Hours,90-100%
S3787,18,Female,11,2.1,74,Postgraduate,No,Yes,52,36,100,50,62.67,Average,Pass,62.67,2-4 Hours,60-75%
S3788,16,Female,10,2.7,61,Graduate,No,No,76,54,45,60,58.33,Average,Pass,58.33,2-4 Hours,60-75%
S3789,16,Male,10,0.7,56,Graduate,Yes,Yes,98,98,66,48,87.33,Excellent,Pass,87.33,0-2 Hours,Below 60%
S3790,14,Male,9,3.6,81,Graduate,Yes,No,81,83,45,74,69.67,Good,Pass,69.67,2-4 Hours,75-90%
S3791,14,Female,10,0.9,68,Postgraduate,No,Yes,76,74,79,42,76.33,Good,Pass,76.33,0-2 Hours,60-75%
S3792,15,Male,11,2.7,68,Graduate,Yes,No,45,52,99,59,65.33,Average,Pass,65.33,2-4 Hours,60-75%
S3793,19,Male,10,2.8,60,Graduate,No,Yes,50,57,97,93,68.0,Good,Pass,68.0,2-4 Hours,Below 60%
S3794,18,Female,9,3.2,85,High School,No,No,71,43,56,77,56.67,Average,Pass,56.67,2-4 Hours,75-90%
S3795,19,Male,9,6.0,71,Graduate,Yes,Yes,35,54,44,54,44.33,Poor,Fail,44.33,4-6 Hours,60-75%
S3796,18,Female,12,1.4,50,High School,No,No,76,98,92,57,88.67,Excellent,Pass,88.67,0-2 Hours,Below 60%
S3797,16,Female,9,0.7,56,Postgraduate,No,Yes,38,71,60,49,56.33,Average,Pass,56.33,0-2 Hours,Below 60%
S3798,15,Female,11,1.3,77,Graduate,Yes,Yes,63,77,81,54,73.67,Good,Pass,73.67,0-2 Hours,75-90%
S3799,19,Female,9,1.1,74,Postgraduate,Yes,No,96,65,39,51,66.67,Good,Pass,66.67,0-2 Hours,60-75%
S3800,18,Male,11,5.6,82,High School,Yes,Yes,55,66,64,64,61.67,Average,Pass,61.67,4-6 Hours,75-90%
S3801,17,Male,9,3.2,80,Graduate,Yes,No,61,60,79,72,66.67,Good,Pass,66.67,2-4 Hours,75-90%
S3802,19,Female,10,4.3,68,High School,No,No,91,64,82,87,79.0,Good,Pass,79.0,4-6 Hours,60-75%
S3803,15,Male,12,2.7,57,High School,Yes,Yes,94,43,98,65,78.33,Good,Pass,78.33,2-4 Hours,Below 60%
S3804,16,Male,9,4.8,84,Graduate,No,No,95,81,48,72,74.67,Good,Pass,74.67,4-6 Hours,75-90%
S3805,15,Female,9,2.1,74,Graduate,No,Yes,81,53,94,85,76.0,Good,Pass,76.0,2-4 Hours,60-75%
S3806,15,Male,12,3.5,52,High School,Yes,Yes,88,70,67,44,75.0,Good,Pass,75.0,2-4 Hours,Below 60%
S3807,18,Female,9,5.4,86,High School,Yes,Yes,47,86,63,67,65.33,Average,Pass,65.33,4-6 Hours,75-90%
S3808,18,Female,10,4.8,88,High School,Yes,Yes,58,95,96,41,83.0,Excellent,Pass,83.0,4-6 Hours,75-90%
S3809,15,Female,11,5.7,50,Postgraduate,Yes,No,71,68,87,80,75.33,Good,Pass,75.33,4-6 Hours,Below 60%
S3810,15,Female,10,2.8,56,Postgraduate,No,No,78,38,46,70,54.0,Average,Pass,54.0,2-4 Hours,Below 60%
S3811,16,Male,11,5.5,74,Graduate,No,No,86,83,84,64,84.33,Excellent,Pass,84.33,4-6 Hours,60-75%
S3812,14,Female,11,5.8,84,Postgraduate,No,No,56,39,88,54,61.0,Average,Pass,61.0,4-6 Hours,75-90%
S3813,18,Male,9,2.6,59,Postgraduate,Yes,Yes,63,92,96,67,83.67,Excellent,Pass,83.67,2-4 Hours,Below 60%
S3814,19,Female,9,4.1,62,Graduate,No,Yes,40,82,100,49,74.0,Good,Pass,74.0,4-6 Hours,60-75%
S3815,18,Female,11,5.7,61,Postgraduate,No,Yes,88,91,57,79,78.67,Good,Pass,78.67,4-6 Hours,60-75%
S3816,15,Male,10,2.9,56,Postgraduate,No,Yes,80,77,90,66,82.33,Excellent,Pass,82.33,2-4 Hours,Below 60%
S3817,14,Male,9,5.9,75,Postgraduate,No,Yes,55,97,51,94,67.67,Good,Pass,67.67,4-6 Hours,60-75%
S3818,15,Male,9,1.5,65,Postgraduate,Yes,Yes,86,39,84,53,69.67,Good,Pass,69.67,0-2 Hours,60-75%
S3819,15,Female,10,0.6,81,Postgraduate,No,No,97,53,57,49,69.0,Good,Pass,69.0,0-2 Hours,75-90%
S3820,14,Male,9,1.7,90,Graduate,No,Yes,41,80,84,44,68.33,Good,Pass,68.33,0-2 Hours,75-90%
S3821,15,Male,11,3.6,57,High School,No,No,59,48,46,69,51.0,Average,Pass,51.0,2-4 Hours,Below 60%
S3822,17,Male,12,0.8,75,Graduate,Yes,Yes,88,51,49,73,62.67,Average,Pass,62.67,0-2 Hours,60-75%
S3823,19,Male,10,2.1,76,Postgraduate,Yes,Yes,64,92,96,77,84.0,Excellent,Pass,84.0,2-4 Hours,75-90%
S3824,14,Female,10,5.2,87,Postgraduate,Yes,No,100,64,77,82,80.33,Good,Pass,80.33,4-6 Hours,75-90%
S3825,15,Male,12,2.7,92,Graduate,No,No,98,61,72,64,77.0,Good,Pass,77.0,2-4 Hours,90-100%
S3826,18,Female,11,5.1,68,Postgraduate,No,Yes,79,78,41,43,66.0,Good,Pass,66.0,4-6 Hours,60-75%
S3827,15,Male,9,1.1,52,Postgraduate,No,Yes,43,52,75,87,56.67,Average,Pass,56.67,0-2 Hours,Below 60%
S3828,16,Male,11,2.4,73,Postgraduate,Yes,Yes,72,68,36,73,58.67,Average,Pass,58.67,2-4 Hours,60-75%
S3829,18,Male,11,5.5,85,Postgraduate,No,Yes,65,56,94,78,71.67,Good,Pass,71.67,4-6 Hours,75-90%
S3830,18,Female,10,2.8,53,Graduate,No,Yes,47,92,92,72,77.0,Good,Pass,77.0,2-4 Hours,Below 60%
S3831,15,Female,10,5.3,74,Graduate,No,Yes,58,50,60,43,56.0,Average,Pass,56.0,4-6 Hours,60-75%
S3832,17,Female,9,3.3,63,Postgraduate,Yes,Yes,99,80,40,62,73.0,Good,Pass,73.0,2-4 Hours,60-75%
S3833,14,Male,9,1.3,90,Postgraduate,No,No,76,83,74,81,77.67,Good,Pass,77.67,0-2 Hours,75-90%
S3834,18,Female,9,3.2,91,Postgraduate,Yes,Yes,82,47,59,54,62.67,Average,Pass,62.67,2-4 Hours,90-100%
S3835,14,Male,11,3.1,66,High School,Yes,No,97,59,68,52,74.67,Good,Pass,74.67,2-4 Hours,60-75%
S3836,16,Female,11,2.9,57,High School,Yes,No,46,77,63,91,62.0,Average,Pass,62.0,2-4 Hours,Below 60%
S3837,16,Female,10,5.4,97,High School,Yes,Yes,83,41,68,89,64.0,Average,Pass,64.0,4-6 Hours,90-100%
S3838,14,Male,11,3.9,86,High School,No,No,100,66,49,40,71.67,Good,Pass,71.67,2-4 Hours,75-90%
S3839,17,Female,11,4.0,76,High School,Yes,Yes,60,61,95,68,72.0,Good,Pass,72.0,2-4 Hours,75-90%
S3840,17,Male,10,3.6,55,High School,Yes,No,36,95,35,78,55.33,Average,Pass,55.33,2-4 Hours,Below 60%
S3841,18,Female,10,1.6,85,Postgraduate,No,No,66,100,82,76,82.67,Excellent,Pass,82.67,0-2 Hours,75-90%
S3842,18,Female,12,0.5,89,Postgraduate,Yes,Yes,45,91,41,41,59.0,Average,Pass,59.0,0-2 Hours,75-90%
S3843,15,Female,10,4.1,86,Graduate,No,No,96,88,67,91,83.67,Excellent,Pass,83.67,4-6 Hours,75-90%
S3844,17,Male,12,4.1,93,Graduate,No,Yes,96,49,55,84,66.67,Good,Pass,66.67,4-6 Hours,90-100%
S3845,15,Male,10,5.5,73,Graduate,Yes,Yes,74,68,85,94,75.67,Good,Pass,75.67,4-6 Hours,60-75%
S3846,17,Male,11,5.6,90,Graduate,No,No,94,37,62,47,64.33,Average,Pass,64.33,4-6 Hours,75-90%
S3847,17,Male,10,3.4,63,Postgraduate,Yes,Yes,52,84,95,48,77.0,Good,Pass,77.0,2-4 Hours,60-75%
S3848,14,Female,11,5.1,87,Postgraduate,Yes,No,98,52,77,89,75.67,Good,Pass,75.67,4-6 Hours,75-90%
S3849,16,Male,12,5.5,97,Graduate,No,No,48,90,96,54,78.0,Good,Pass,78.0,4-6 Hours,90-100%
S3850,18,Male,12,3.3,65,Graduate,No,No,93,65,57,94,71.67,Good,Pass,71.67,2-4 Hours,60-75%
S3851,19,Male,10,3.3,75,Postgraduate,No,Yes,100,60,83,90,81.0,Excellent,Pass,81.0,2-4 Hours,60-75%
S3852,17,Female,10,3.9,62,High School,No,Yes,76,93,92,76,87.0,Excellent,Pass,87.0,2-4 Hours,60-75%
S3853,19,Female,12,2.6,87,High School,No,No,57,45,69,40,57.0,Average,Pass,57.0,2-4 Hours,75-90%
S3854,16,Male,12,1.8,58,Graduate,Yes,No,97,58,45,86,66.67,Good,Pass,66.67,0-2 Hours,Below 60%
S3855,18,Female,11,5.9,53,Postgraduate,No,Yes,72,68,95,43,78.33,Good,Pass,78.33,4-6 Hours,Below 60%
S3856,15,Male,11,4.1,82,Postgraduate,No,No,43,65,60,64,56.0,Average,Pass,56.0,4-6 Hours,75-90%
S3857,16,Female,10,1.7,67,Postgraduate,Yes,No,67,70,97,47,78.0,Good,Pass,78.0,0-2 Hours,60-75%
S3858,16,Male,9,3.7,68,Graduate,Yes,Yes,60,88,52,92,66.67,Good,Pass,66.67,2-4 Hours,60-75%
S3859,17,Male,10,5.8,78,High School,No,Yes,78,72,87,66,79.0,Good,Pass,79.0,4-6 Hours,75-90%
S3860,19,Female,9,5.0,82,High School,No,Yes,99,78,96,45,91.0,Excellent,Pass,91.0,4-6 Hours,75-90%
S3861,17,Male,9,5.5,90,High School,No,No,67,78,87,81,77.33,Good,Pass,77.33,4-6 Hours,75-90%
S3862,16,Female,9,3.5,61,High School,No,No,48,86,87,56,73.67,Good,Pass,73.67,2-4 Hours,60-75%
S3863,18,Male,12,2.9,63,Postgraduate,No,Yes,60,42,90,60,64.0,Average,Pass,64.0,2-4 Hours,60-75%
S3864,15,Male,11,1.7,81,Postgraduate,No,Yes,97,98,44,94,79.67,Good,Pass,79.67,0-2 Hours,75-90%
S3865,18,Male,12,2.1,95,High School,No,No,43,78,55,47,58.67,Average,Pass,58.67,2-4 Hours,90-100%
S3866,16,Male,11,4.0,93,Graduate,Yes,Yes,100,92,73,51,88.33,Excellent,Pass,88.33,2-4 Hours,90-100%
S3867,16,Female,9,3.5,62,High School,No,Yes,75,53,42,88,56.67,Average,Pass,56.67,2-4 Hours,60-75%
S3868,14,Female,11,1.2,66,High School,No,No,89,94,93,76,92.0,Excellent,Pass,92.0,0-2 Hours,60-75%
S3869,15,Female,11,2.4,54,High School,Yes,No,66,86,36,61,62.67,Average,Pass,62.67,2-4 Hours,Below 60%
S3870,14,Female,11,4.5,80,High School,No,Yes,51,96,83,82,76.67,Good,Pass,76.67,4-6 Hours,75-90%
S3871,19,Female,9,4.8,85,High School,Yes,Yes,90,60,97,52,82.33,Excellent,Pass,82.33,4-6 Hours,75-90%
S3872,19,Female,9,3.3,81,High School,Yes,No,41,99,59,47,66.33,Good,Pass,66.33,2-4 Hours,75-90%
S3873,14,Male,9,2.0,52,High School,Yes,No,98,80,79,94,85.67,Excellent,Pass,85.67,0-2 Hours,Below 60%
S3874,14,Male,11,1.5,67,Graduate,No,Yes,39,65,62,72,55.33,Average,Pass,55.33,0-2 Hours,60-75%
S3875,19,Male,11,4.8,96,High School,Yes,No,76,49,65,68,63.33,Average,Pass,63.33,4-6 Hours,90-100%
S3876,15,Female,10,4.7,54,Graduate,Yes,Yes,78,79,96,42,84.33,Excellent,Pass,84.33,4-6 Hours,Below 60%
S3877,18,Male,11,3.1,89,Graduate,No,Yes,77,68,77,55,74.0,Good,Pass,74.0,2-4 Hours,75-90%
S3878,19,Female,10,5.5,69,Graduate,Yes,Yes,51,96,91,92,79.33,Good,Pass,79.33,4-6 Hours,60-75%
S3879,16,Male,9,0.6,96,High School,Yes,No,73,100,70,51,81.0,Excellent,Pass,81.0,0-2 Hours,90-100%
S3880,19,Female,11,1.7,90,Graduate,No,No,81,92,91,61,88.0,Excellent,Pass,88.0,0-2 Hours,75-90%
S3881,15,Female,9,2.7,96,Postgraduate,Yes,Yes,88,70,76,85,78.0,Good,Pass,78.0,2-4 Hours,90-100%
S3882,15,Male,9,0.7,73,Graduate,Yes,Yes,41,59,99,79,66.33,Good,Pass,66.33,0-2 Hours,60-75%
S3883,16,Female,12,0.6,74,Graduate,Yes,No,38,89,66,68,64.33,Average,Pass,64.33,0-2 Hours,60-75%
S3884,18,Female,12,0.8,79,Graduate,Yes,Yes,92,80,53,93,75.0,Good,Pass,75.0,0-2 Hours,75-90%
S3885,14,Female,11,4.1,72,High School,Yes,No,97,59,57,48,71.0,Good,Pass,71.0,4-6 Hours,60-75%
S3886,14,Male,10,5.5,77,Postgraduate,No,Yes,92,88,64,91,81.33,Excellent,Pass,81.33,4-6 Hours,75-90%
S3887,15,Female,11,0.8,79,Postgraduate,No,No,45,98,54,87,65.67,Average,Pass,65.67,0-2 Hours,75-90%
S3888,18,Male,11,4.6,94,High School,No,Yes,37,81,43,77,53.67,Average,Pass,53.67,4-6 Hours,90-100%
S3889,17,Female,10,1.8,88,Postgraduate,No,Yes,63,93,41,69,65.67,Average,Pass,65.67,0-2 Hours,75-90%
S3890,18,Male,12,5.6,79,Graduate,No,Yes,76,39,46,84,53.67,Average,Pass,53.67,4-6 Hours,75-90%
S3891,16,Female,10,1.1,68,Postgraduate,Yes,No,99,71,87,43,85.67,Excellent,Pass,85.67,0-2 Hours,60-75%
S3892,15,Male,11,2.9,63,Graduate,No,Yes,86,55,64,90,68.33,Good,Pass,68.33,2-4 Hours,60-75%
S3893,19,Female,11,4.0,57,Postgraduate,Yes,No,56,73,44,55,57.67,Average,Pass,57.67,2-4 Hours,Below 60%
S3894,18,Female,9,0.6,96,High School,Yes,No,57,87,54,61,66.0,Good,Pass,66.0,0-2 Hours,90-100%
S3895,19,Male,11,4.2,79,High School,No,Yes,49,99,97,65,81.67,Excellent,Pass,81.67,4-6 Hours,75-90%
S3896,16,Female,11,0.6,88,High School,Yes,Yes,70,92,59,61,73.67,Good,Pass,73.67,0-2 Hours,75-90%
S3897,17,Female,9,2.2,83,Graduate,No,Yes,76,99,71,94,82.0,Excellent,Pass,82.0,2-4 Hours,75-90%
S3898,15,Female,11,2.9,66,Graduate,Yes,No,94,93,47,47,78.0,Good,Pass,78.0,2-4 Hours,60-75%
S3899,17,Female,9,3.7,55,High School,No,No,90,98,66,82,84.67,Excellent,Pass,84.67,2-4 Hours,Below 60%
S3900,16,Female,10,2.7,65,Postgraduate,Yes,Yes,58,80,92,81,76.67,Good,Pass,76.67,2-4 Hours,60-75%
S3901,16,Female,11,2.3,74,Graduate,Yes,No,57,78,37,81,57.33,Average,Pass,57.33,2-4 Hours,60-75%
S3902,14,Female,9,4.7,81,Postgraduate,No,Yes,74,42,55,88,57.0,Average,Pass,57.0,4-6 Hours,75-90%
S3903,19,Female,10,1.8,91,Postgraduate,No,Yes,54,99,76,72,76.33,Good,Pass,76.33,0-2 Hours,90-100%
S3904,17,Male,10,3.0,94,Postgraduate,No,Yes,66,71,72,70,69.67,Good,Pass,69.67,2-4 Hours,90-100%
S3905,16,Female,9,4.0,57,High School,No,Yes,42,89,66,92,65.67,Average,Pass,65.67,2-4 Hours,Below 60%
S3906,14,Male,12,4.3,60,Graduate,Yes,Yes,89,40,98,40,75.67,Good,Pass,75.67,4-6 Hours,Below 60%
S3907,16,Male,10,3.0,75,Graduate,No,No,42,93,69,45,68.0,Good,Pass,68.0,2-4 Hours,60-75%
S3908,16,Female,12,5.6,96,High School,Yes,No,42,42,99,53,61.0,Average,Pass,61.0,4-6 Hours,90-100%
S3909,15,Male,10,2.0,88,Postgraduate,Yes,No,78,82,65,91,75.0,Good,Pass,75.0,0-2 Hours,75-90%
S3910,15,Female,9,5.4,78,Graduate,No,Yes,54,63,57,55,58.0,Average,Pass,58.0,4-6 Hours,75-90%
S3911,17,Female,10,3.6,71,Graduate,No,Yes,36,68,45,49,49.67,Poor,Fail,49.67,2-4 Hours,60-75%
S3912,15,Male,10,5.8,75,High School,Yes,No,70,74,66,64,70.0,Good,Pass,70.0,4-6 Hours,60-75%
S3913,17,Female,11,5.9,81,Postgraduate,Yes,Yes,76,74,54,82,68.0,Good,Pass,68.0,4-6 Hours,75-90%
S3914,19,Male,10,4.8,67,High School,No,No,68,58,73,58,66.33,Good,Pass,66.33,4-6 Hours,60-75%
S3915,19,Female,11,5.1,76,Postgraduate,Yes,Yes,37,72,97,83,68.67,Good,Pass,68.67,4-6 Hours,75-90%
S3916,14,Male,10,5.2,77,High School,Yes,No,58,52,61,90,57.0,Average,Pass,57.0,4-6 Hours,75-90%
S3917,15,Female,10,3.1,96,Graduate,Yes,No,99,36,76,90,70.33,Good,Pass,70.33,2-4 Hours,90-100%
S3918,16,Male,10,0.9,97,Postgraduate,Yes,Yes,87,78,41,52,68.67,Good,Pass,68.67,0-2 Hours,90-100%
S3919,15,Male,12,3.4,85,Graduate,No,No,36,87,90,71,71.0,Good,Pass,71.0,2-4 Hours,75-90%
S3920,18,Female,12,0.8,60,Postgraduate,Yes,Yes,92,87,86,79,88.33,Excellent,Pass,88.33,0-2 Hours,Below 60%
S3921,14,Female,10,1.4,66,High School,No,No,49,86,36,48,57.0,Average,Pass,57.0,0-2 Hours,60-75%
S3922,18,Female,12,1.8,67,High School,No,Yes,48,43,99,75,63.33,Average,Pass,63.33,0-2 Hours,60-75%
S3923,17,Male,9,1.6,58,Postgraduate,Yes,No,42,95,35,87,57.33,Average,Pass,57.33,0-2 Hours,Below 60%
S3924,15,Female,12,3.0,89,Postgraduate,Yes,Yes,46,84,90,53,73.33,Good,Pass,73.33,2-4 Hours,75-90%
S3925,16,Female,10,1.5,87,Graduate,No,Yes,64,75,72,78,70.33,Good,Pass,70.33,0-2 Hours,75-90%
S3926,17,Female,10,3.3,79,High School,Yes,No,53,87,65,76,68.33,Good,Pass,68.33,2-4 Hours,75-90%
S3927,17,Female,11,6.0,87,Postgraduate,Yes,No,96,87,88,50,90.33,Excellent,Pass,90.33,4-6 Hours,75-90%
S3928,19,Male,11,5.2,59,Postgraduate,No,No,38,85,83,73,68.67,Good,Pass,68.67,4-6 Hours,Below 60%
S3929,17,Male,12,3.7,71,Graduate,Yes,No,50,81,55,84,62.0,Average,Pass,62.0,2-4 Hours,60-75%
S3930,18,Female,9,4.5,87,Postgraduate,No,Yes,39,61,64,85,54.67,Average,Pass,54.67,4-6 Hours,75-90%
S3931,17,Female,11,5.2,86,High School,No,Yes,87,80,78,43,81.67,Excellent,Pass,81.67,4-6 Hours,75-90%
S3932,16,Female,11,1.8,82,Graduate,Yes,Yes,39,100,58,41,65.67,Average,Pass,65.67,0-2 Hours,75-90%
S3933,17,Male,12,4.9,77,High School,No,No,44,57,74,49,58.33,Average,Pass,58.33,4-6 Hours,75-90%
S3934,16,Female,10,4.9,100,Graduate,No,Yes,53,81,90,85,74.67,Good,Pass,74.67,4-6 Hours,90-100%
S3935,16,Male,12,4.8,80,High School,Yes,Yes,81,36,40,79,52.33,Average,Pass,52.33,4-6 Hours,75-90%
S3936,14,Female,12,2.8,54,Postgraduate,No,Yes,77,78,88,63,81.0,Excellent,Pass,81.0,2-4 Hours,Below 60%
S3937,18,Female,9,3.3,51,Graduate,No,Yes,69,37,39,92,48.33,Poor,Fail,48.33,2-4 Hours,Below 60%
S3938,14,Female,10,0.6,56,Graduate,Yes,No,42,46,47,76,45.0,Poor,Fail,45.0,0-2 Hours,Below 60%
S3939,19,Female,10,3.8,68,Graduate,Yes,No,60,76,70,77,68.67,Good,Pass,68.67,2-4 Hours,60-75%
S3940,17,Female,11,6.0,85,Graduate,No,No,84,43,75,66,67.33,Good,Pass,67.33,4-6 Hours,75-90%
S3941,15,Male,11,2.6,82,High School,Yes,No,59,78,72,44,69.67,Good,Pass,69.67,2-4 Hours,75-90%
S3942,16,Female,9,5.1,92,High School,Yes,Yes,53,51,46,84,50.0,Average,Pass,50.0,4-6 Hours,90-100%
S3943,18,Female,9,2.8,50,Graduate,No,Yes,42,71,38,51,50.33,Average,Pass,50.33,2-4 Hours,Below 60%
S3944,15,Male,10,2.7,51,High School,Yes,Yes,50,48,35,87,44.33,Poor,Fail,44.33,2-4 Hours,Below 60%
S3945,15,Female,11,4.4,60,High School,No,No,69,35,53,77,52.33,Average,Pass,52.33,4-6 Hours,Below 60%
S3946,18,Female,12,1.4,97,Graduate,No,Yes,69,47,37,89,51.0,Average,Pass,51.0,0-2 Hours,90-100%
S3947,19,Male,10,1.1,83,High School,Yes,No,67,77,69,80,71.0,Good,Pass,71.0,0-2 Hours,75-90%
S3948,18,Male,12,1.3,90,Graduate,Yes,Yes,60,61,93,71,71.33,Good,Pass,71.33,0-2 Hours,75-90%
S3949,15,Male,11,4.4,58,High School,Yes,Yes,77,75,57,67,69.67,Good,Pass,69.67,4-6 Hours,Below 60%
S3950,15,Female,9,4.3,51,Postgraduate,Yes,Yes,89,61,95,62,81.67,Excellent,Pass,81.67,4-6 Hours,Below 60%
S3951,19,Male,9,1.9,79,High School,No,No,57,72,60,74,63.0,Average,Pass,63.0,0-2 Hours,75-90%
S3952,16,Female,9,1.6,66,Postgraduate,No,No,47,42,42,40,43.67,Poor,Fail,43.67,0-2 Hours,60-75%
S3953,16,Female,11,2.1,90,High School,Yes,Yes,42,54,53,50,49.67,Poor,Fail,49.67,2-4 Hours,75-90%
S3954,14,Male,9,5.6,80,Postgraduate,Yes,Yes,35,43,73,76,50.33,Average,Pass,50.33,4-6 Hours,75-90%
S3955,19,Male,10,3.7,90,High School,No,Yes,93,48,85,59,75.33,Good,Pass,75.33,2-4 Hours,75-90%
S3956,17,Female,10,3.2,85,Postgraduate,Yes,Yes,59,92,96,80,82.33,Excellent,Pass,82.33,2-4 Hours,75-90%
S3957,18,Female,12,2.8,58,High School,Yes,Yes,91,80,63,69,78.0,Good,Pass,78.0,2-4 Hours,Below 60%
S3958,18,Female,11,4.2,55,Graduate,No,Yes,80,91,71,66,80.67,Good,Pass,80.67,4-6 Hours,Below 60%
S3959,14,Male,11,2.9,78,Graduate,Yes,Yes,37,68,50,59,51.67,Average,Pass,51.67,2-4 Hours,75-90%
S3960,17,Female,9,4.9,58,Postgraduate,Yes,No,85,82,81,65,82.67,Excellent,Pass,82.67,4-6 Hours,Below 60%
S3961,15,Female,9,2.2,71,Graduate,No,No,86,73,46,76,68.33,Good,Pass,68.33,2-4 Hours,60-75%
S3962,17,Female,10,3.1,73,Postgraduate,No,No,70,37,56,55,54.33,Average,Pass,54.33,2-4 Hours,60-75%
S3963,19,Female,11,0.6,93,Graduate,No,Yes,81,51,69,50,67.0,Good,Pass,67.0,0-2 Hours,90-100%
S3964,14,Male,10,1.2,63,Postgraduate,No,No,47,53,48,53,49.33,Poor,Fail,49.33,0-2 Hours,60-75%
S3965,18,Female,11,2.0,92,Postgraduate,Yes,No,62,67,48,47,59.0,Average,Pass,59.0,0-2 Hours,90-100%
S3966,18,Female,11,2.3,67,Graduate,Yes,No,89,71,62,81,74.0,Good,Pass,74.0,2-4 Hours,60-75%
S3967,14,Female,11,3.3,93,Postgraduate,No,No,48,91,91,87,76.67,Good,Pass,76.67,2-4 Hours,90-100%
S3968,18,Female,9,2.9,62,Graduate,Yes,No,37,59,63,46,53.0,Average,Pass,53.0,2-4 Hours,60-75%
S3969,19,Female,11,0.8,58,Postgraduate,No,Yes,66,76,100,79,80.67,Good,Pass,80.67,0-2 Hours,Below 60%
S3970,18,Male,11,5.1,57,Postgraduate,Yes,No,62,48,38,40,49.33,Poor,Fail,49.33,4-6 Hours,Below 60%
S3971,15,Male,12,5.2,84,Postgraduate,No,No,72,49,52,80,57.67,Average,Pass,57.67,4-6 Hours,75-90%
